eventID,facilityID,unitID,emitterID,mcRun,timestamp,command,state,event,duration,nextTS,gcKey,flowID,tsKey
0,,,,6,0,SIM-START,,,,,,,
1,test_fac,Well_1,,6,0,STATE_TRANSITION,RigPreparation,START,39599,39599,,,
2,test_fac,Well_2,,6,0,STATE_TRANSITION,RigPreparation,START,34199,34199,,,
3,test_fac,Well_3,,6,0,STATE_TRANSITION,RigPreparation,START,47699,47699,,,
4,test_fac,Well_4,,6,0,STATE_TRANSITION,RigPreparation,START,44999,44999,,,
5,test_fac,Well_5,,6,0,STATE_TRANSITION,RigPreparation,START,39599,39599,,,
6,test_fac,Well_6,,6,0,STATE_TRANSITION,RigPreparation,START,118800,118800,,,
7,test_fac,Well_7,,6,0,STATE_TRANSITION,RigPreparation,START,37800,37800,,,
8,test_fac,Well_8,,6,0,STATE_TRANSITION,RigPreparation,START,47699,47699,,,
9,test_fac,Well_9,,6,0,STATE_TRANSITION,RigPreparation,START,30600,30600,,,
10,test_fac,Well_10,,6,0,STATE_TRANSITION,RigPreparation,START,62100,62100,,,
11,test_fac,Well_11,,6,0,STATE_TRANSITION,RigPreparation,START,62100,62100,,,
12,test_fac,Well_12,,6,0,STATE_TRANSITION,RigPreparation,START,34199,34199,,,
13,test_fac,Well_13,,6,0,STATE_TRANSITION,RigPreparation,START,118800,118800,,,
14,test_fac,Well_14,,6,0,STATE_TRANSITION,RigPreparation,START,44999,44999,,,
15,test_fac,Well_15,,6,0,STATE_TRANSITION,RigPreparation,START,118800,118800,,,
16,test_fac,Well_16,,6,0,STATE_TRANSITION,RigPreparation,START,47699,47699,,,
17,test_fac,Well_17,,6,0,STATE_TRANSITION,RigPreparation,START,47699,47699,,,
18,test_fac,Well_18,,6,0,STATE_TRANSITION,RigPreparation,START,47699,47699,,,
19,test_fac,Well_9,,6,30600,STATE_TRANSITION,RigPreparation,STOP,0,30600,,,
20,test_fac,Well_9,,6,30600,STATE_TRANSITION,VerticalDrilling,START,46800,77400,,,
21,test_fac,Well_2,,6,34199,STATE_TRANSITION,RigPreparation,STOP,0,34199,,,
22,test_fac,Well_2,,6,34199,STATE_TRANSITION,VerticalDrilling,START,21600,55799,,,
23,test_fac,Well_12,,6,34199,STATE_TRANSITION,RigPreparation,STOP,0,34199,,,
24,test_fac,Well_12,,6,34199,STATE_TRANSITION,VerticalDrilling,START,77399,111598,,,
25,test_fac,Well_7,,6,37800,STATE_TRANSITION,RigPreparation,STOP,0,37800,,,
26,test_fac,Well_7,,6,37800,STATE_TRANSITION,VerticalDrilling,START,71100,108900,,,
27,test_fac,Well_1,,6,39599,STATE_TRANSITION,RigPreparation,STOP,0,39599,,,
28,test_fac,Well_1,,6,39599,STATE_TRANSITION,VerticalDrilling,START,44100,83699,,,
29,test_fac,Well_5,,6,39599,STATE_TRANSITION,RigPreparation,STOP,0,39599,,,
