eventID,facilityID,unitID,emitterID,mcRun,timestamp,command,state,event,duration,nextTS,gcKey,flowID,tsKey
0,,,,9,0,SIM-START,,,,,,,
1,test_fac,Well_1,,9,0,STATE_TRANSITION,RigPreparation,START,30600,30600,,,
2,test_fac,Well_2,,9,0,STATE_TRANSITION,RigPreparation,START,592200,592200,,,
3,test_fac,Well_3,,9,0,STATE_TRANSITION,RigPreparation,START,59400,59400,,,
4,test_fac,Well_4,,9,0,STATE_TRANSITION,RigPreparation,START,47699,47699,,,
5,test_fac,Well_5,,9,0,STATE_TRANSITION,RigPreparation,START,37800,37800,,,
6,test_fac,Well_6,,9,0,STATE_TRANSITION,RigPreparation,START,592200,592200,,,
7,test_fac,Well_7,,9,0,STATE_TRANSITION,RigPreparation,START,37800,37800,,,
8,test_fac,Well_8,,9,0,STATE_TRANSITION,RigPreparation,START,39599,39599,,,
9,test_fac,Well_9,,9,0,STATE_TRANSITION,RigPreparation,START,62100,62100,,,
10,test_fac,Well_10,,9,0,STATE_TRANSITION,RigPreparation,START,37800,37800,,,
11,test_fac,Well_11,,9,0,STATE_TRANSITION,RigPreparation,START,77399,77399,,,
12,test_fac,Well_12,,9,0,STATE_TRANSITION,RigPreparation,START,62100,62100,,,
13,test_fac,Well_13,,9,0,STATE_TRANSITION,RigPreparation,START,47699,47699,,,
14,test_fac,Well_14,,9,0,STATE_TRANSITION,RigPreparation,START,59400,59400,,,
15,test_fac,Well_15,,9,0,STATE_TRANSITION,RigPreparation,START,95400,95400,,,
16,test_fac,Well_16,,9,0,STATE_TRANSITION,RigPreparation,START,77399,77399,,,
17,test_fac,Well_17,,9,0,STATE_TRANSITION,RigPreparation,START,47699,47699,,,
18,test_fac,Well_18,,9,0,STATE_TRANSITION,RigPreparation,START,37800,37800,,,
19,test_fac,Well_1,,9,30600,STATE_TRANSITION,RigPreparation,STOP,0,30600,,,
20,test_fac,Well_1,,9,30600,STATE_TRANSITION,VerticalDrilling,START,71100,101700,,,
21,test_fac,Well_5,,9,37800,STATE_TRANSITION,RigPreparation,STOP,0,37800,,,
22,test_fac,Well_5,,9,37800,STATE_TRANSITION,VerticalDrilling,START,134099,171899,,,
23,test_fac,Well_7,,9,37800,STATE_TRANSITION,RigPreparation,STOP,0,37800,,,
24,test_fac,Well_7,,9,37800,STATE_TRANSITION,VerticalDrilling,START,134099,171899,,,
25,test_fac,Well_10,,9,37800,STATE_TRANSITION,RigPreparation,STOP,0,37800,,,
26,test_fac,Well_10,,9,37800,STATE_TRANSITION,VerticalDrilling,START,21600,59400,,,
27,test_fac,Well_18,,9,37800,STATE_TRANSITION,RigPreparation,STOP,0,37800,,,
28,test_fac,Well_18,,9,37800,STATE_TRANSITION,VerticalDrilling,START,83700,121500,,,
29,test_fac,Well_8,,9,39599,STATE_TRANSITION,RigPreparation,STOP,0,39599,,,
30,test_fac,Well_8,,9,39599,STATE_TRANSITION,VerticalDrilling,START,65700,105299,,,
31,test_fac,Well_4,,9,47699,STATE_TRANSITION,RigPreparation,STOP,0,47699,,,
32,test_fac,Well_4,,9,47699,STATE_TRANSITION,VerticalDrilling,START,461700,509399,,,
33,test_fac,Well_13,,9,47699,STATE_TRANSITION,RigPreparation,STOP,0,47699,,,
34,test_fac,Well_13,,9,47699,STATE_TRANSITION,VerticalDrilling,START,46800,94499,,,
35,test_fac,Well_17,,9,47699,STATE_TRANSITION,RigPreparation,STOP,0,47699,,,
36,test_fac,Well_17,,9,47699,STATE_TRANSITION,VerticalDrilling,START,44100,91799,,,
37,test_fac,Well_3,,9,59400,STATE_TRANSITION,RigPreparation,STOP,0,59400,,,
38,test_fac,Well_3,,9,59400,STATE_TRANSITION,VerticalDrilling,START,46800,106200,,,
39,test_fac,Well_14,,9,59400,STATE_TRANSITION,RigPreparation,STOP,0,59400,,,
40,test_fac,Well_14,,9,59400,STATE_TRANSITION,VerticalDrilling,START,42299,101699,,,
41,test_fac,Well_10,,9,59400,STATE_TRANSITION,VerticalDrilling,STOP,0,59400,,,
42,test_fac,Well_10,,9,59400,STATE_TRANSITION,HorizontalDrilling,START,132300,191700,,,
43,test_fac,Well_9,,9,62100,STATE_TRANSITION,RigPreparation,STOP,0,62100,,,
44,test_fac,Well_9,,9,62100,STATE_TRANSITION,VerticalDrilling,START,21600,83700,,,
45,test_fac,Well_12,,9,62100,STATE_TRANSITION,RigPreparation,STOP,0,62100,,,
46,test_fac,Well_12,,9,62100,STATE_TRANSITION,VerticalDrilling,START,21600,83700,,,
47,test_fac,Well_11,,9,77399,STATE_TRANSITION,RigPreparation,STOP,0,77399,,,
48,test_fac,Well_11,,9,77399,STATE_TRANSITION,VerticalDrilling,START,46800,124199,,,
49,test_fac,Well_16,,9,77399,STATE_TRANSITION,RigPreparation,STOP,0,77399,,,
50,test_fac,Well_16,,9,77399,STATE_TRANSITION,VerticalDrilling,START,108000,185399,,,
51,test_fac,Well_9,,9,83700,STATE_TRANSITION,VerticalDrilling,STOP,0,83700,,,
52,test_fac,Well_9,,9,83700,STATE_TRANSITION,HorizontalDrilling,START,270899,354599,,,
53,test_fac,Well_12,,9,83700,STATE_TRANSITION,VerticalDrilling,STOP,0,83700,,,
54,test_fac,Well_12,,9,83700,STATE_TRANSITION,HorizontalDrilling,START,270899,354599,,,
55,test_fac,Well_17,,9,91799,STATE_TRANSITION,VerticalDrilling,STOP,0,91799,,,
56,test_fac,Well_17,,9,91799,STATE_TRANSITION,HorizontalDrilling,START,65700,157499,,,
57,test_fac,Well_13,,9,94499,STATE_TRANSITION,VerticalDrilling,STOP,0,94499,,,
58,test_fac,Well_13,,9,94499,STATE_TRANSITION,HorizontalDrilling,START,250200,344699,,,
59,test_fac,Well_15,,9,95400,STATE_TRANSITION,RigPreparation,STOP,0,95400,,,
60,test_fac,Well_15,,9,95400,STATE_TRANSITION,VerticalDrilling,START,42299,137699,,,
61,test_fac,Well_14,,9,101699,STATE_TRANSITION,VerticalDrilling,STOP,0,101699,,,
62,test_fac,Well_14,,9,101699,STATE_TRANSITION,HorizontalDrilling,START,165600,267299,,,
63,test_fac,Well_1,,9,101700,STATE_TRANSITION,VerticalDrilling,STOP,0,101700,,,
64,test_fac,Well_1,,9,101700,STATE_TRANSITION,HorizontalDrilling,START,132300,234000,,,
65,test_fac,Well_8,,9,105299,STATE_TRANSITION,VerticalDrilling,STOP,0,105299,,,
66,test_fac,Well_8,,9,105299,STATE_TRANSITION,HorizontalDrilling,START,65700,170999,,,
67,test_fac,Well_3,,9,106200,STATE_TRANSITION,VerticalDrilling,STOP,0,106200,,,
68,test_fac,Well_3,,9,106200,STATE_TRANSITION,HorizontalDrilling,START,165600,271800,,,
69,test_fac,Well_18,,9,121500,STATE_TRANSITION,VerticalDrilling,STOP,0,121500,,,
70,test_fac,Well_18,,9,121500,STATE_TRANSITION,HorizontalDrilling,START,302400,423900,,,
71,test_fac,Well_11,,9,124199,STATE_TRANSITION,VerticalDrilling,STOP,0,124199,,,
72,test_fac,Well_11,,9,124199,STATE_TRANSITION,HorizontalDrilling,START,147599,271798,,,
73,test_fac,Well_15,,9,137699,STATE_TRANSITION,VerticalDrilling,STOP,0,137699,,,
74,test_fac,Well_15,,9,137699,STATE_TRANSITION,HorizontalDrilling,START,204299,341998,,,
75,test_fac,Well_17,,9,157499,STATE_TRANSITION,HorizontalDrilling,STOP,0,157499,,,
76,test_fac,Well_17,,9,157499,STATE_TRANSITION,TripOut,START,36899,194398,,,
77,test_fac,Well_8,,9,170999,STATE_TRANSITION,HorizontalDrilling,STOP,0,170999,,,
78,test_fac,Well_8,,9,170999,STATE_TRANSITION,TripOut,START,42299,213298,,,
79,test_fac,Well_5,,9,171899,STATE_TRANSITION,VerticalDrilling,STOP,0,171899,,,
80,test_fac,Well_5,,9,171899,STATE_TRANSITION,HorizontalDrilling,START,270899,442798,,,
81,test_fac,Well_7,,9,171899,STATE_TRANSITION,VerticalDrilling,STOP,0,171899,,,
82,test_fac,Well_7,,9,171899,STATE_TRANSITION,HorizontalDrilling,START,140400,312299,,,
83,test_fac,Well_16,,9,185399,STATE_TRANSITION,VerticalDrilling,STOP,0,185399,,,
84,test_fac,Well_16,,9,185399,STATE_TRANSITION,HorizontalDrilling,START,130500,315899,,,
85,test_fac,Well_10,,9,191700,STATE_TRANSITION,HorizontalDrilling,STOP,0,191700,,,
86,test_fac,Well_10,,9,191700,STATE_TRANSITION,TripOut,START,44999,236699,,,
87,test_fac,Well_17,,9,194398,STATE_TRANSITION,TripOut,STOP,0,194398,,,
88,test_fac,Well_17,,9,194398,STATE_TRANSITION,Casing,START,39599,233997,,,
89,test_fac,Well_8,,9,213298,STATE_TRANSITION,TripOut,STOP,0,213298,,,
90,test_fac,Well_8,,9,213298,STATE_TRANSITION,Casing,START,73800,287098,,,
91,test_fac,Well_17,,9,233997,STATE_TRANSITION,Casing,STOP,0,233997,,,
92,test_fac,Well_17,,9,233997,STATE_TRANSITION,Fracking,START,282763,516760,,,
93,test_fac,Well_1,,9,234000,STATE_TRANSITION,HorizontalDrilling,STOP,0,234000,,,
94,test_fac,Well_1,,9,234000,STATE_TRANSITION,TripOut,START,35100,269100,,,
95,test_fac,Well_10,,9,236699,STATE_TRANSITION,TripOut,STOP,0,236699,,,
96,test_fac,Well_10,,9,236699,STATE_TRANSITION,Casing,START,39599,276298,,,
97,test_fac,Well_14,,9,267299,STATE_TRANSITION,HorizontalDrilling,STOP,0,267299,,,
98,test_fac,Well_14,,9,267299,STATE_TRANSITION,TripOut,START,125100,392399,,,
99,test_fac,Well_1,,9,269100,STATE_TRANSITION,TripOut,STOP,0,269100,,,
100,test_fac,Well_1,,9,269100,STATE_TRANSITION,Casing,START,57600,326700,,,
101,test_fac,Well_11,,9,271798,STATE_TRANSITION,HorizontalDrilling,STOP,0,271798,,,
102,test_fac,Well_11,,9,271798,STATE_TRANSITION,TripOut,START,36899,308697,,,
103,test_fac,Well_3,,9,271800,STATE_TRANSITION,HorizontalDrilling,STOP,0,271800,,,
104,test_fac,Well_3,,9,271800,STATE_TRANSITION,TripOut,START,27900,299700,,,
105,test_fac,Well_10,,9,276298,STATE_TRANSITION,Casing,STOP,0,276298,,,
106,test_fac,Well_10,,9,276298,STATE_TRANSITION,Fracking,START,457920,734218,,,
107,test_fac,Well_8,,9,287098,STATE_TRANSITION,Casing,STOP,0,287098,,,
108,test_fac,Well_8,,9,287098,STATE_TRANSITION,Fracking,START,457920,745018,,,
109,test_fac,Well_3,,9,299700,STATE_TRANSITION,TripOut,STOP,0,299700,,,
110,test_fac,Well_3,,9,299700,STATE_TRANSITION,Casing,START,68400,368100,,,
111,test_fac,Well_11,,9,308697,STATE_TRANSITION,TripOut,STOP,0,308697,,,
112,test_fac,Well_11,,9,308697,STATE_TRANSITION,Casing,START,57600,366297,,,
113,test_fac,Well_7,,9,312299,STATE_TRANSITION,HorizontalDrilling,STOP,0,312299,,,
114,test_fac,Well_7,,9,312299,STATE_TRANSITION,TripOut,START,32400,344699,,,
115,test_fac,Well_16,,9,315899,STATE_TRANSITION,HorizontalDrilling,STOP,0,315899,,,
116,test_fac,Well_16,,9,315899,STATE_TRANSITION,TripOut,START,116100,431999,,,
117,test_fac,Well_1,,9,326700,STATE_TRANSITION,Casing,STOP,0,326700,,,
118,test_fac,Well_1,,9,326700,STATE_TRANSITION,Fracking,START,340200,666900,,,
119,test_fac,Well_15,,9,341998,STATE_TRANSITION,HorizontalDrilling,STOP,0,341998,,,
120,test_fac,Well_15,,9,341998,STATE_TRANSITION,TripOut,START,35100,377098,,,
121,test_fac,Well_13,,9,344699,STATE_TRANSITION,HorizontalDrilling,STOP,0,344699,,,
122,test_fac,Well_13,,9,344699,STATE_TRANSITION,TripOut,START,38700,383399,,,
123,test_fac,Well_7,,9,344699,STATE_TRANSITION,TripOut,STOP,0,344699,,,
124,test_fac,Well_7,,9,344699,STATE_TRANSITION,Casing,START,68400,413099,,,
125,test_fac,Well_9,,9,354599,STATE_TRANSITION,HorizontalDrilling,STOP,0,354599,,,
126,test_fac,Well_9,,9,354599,STATE_TRANSITION,TripOut,START,42299,396898,,,
127,test_fac,Well_12,,9,354599,STATE_TRANSITION,HorizontalDrilling,STOP,0,354599,,,
128,test_fac,Well_12,,9,354599,STATE_TRANSITION,TripOut,START,42299,396898,,,
129,test_fac,Well_11,,9,366297,STATE_TRANSITION,Casing,STOP,0,366297,,,
130,test_fac,Well_11,,9,366297,STATE_TRANSITION,Fracking,START,540000,906297,,,
131,test_fac,Well_3,,9,368100,STATE_TRANSITION,Casing,STOP,0,368100,,,
132,test_fac,Well_3,,9,368100,STATE_TRANSITION,Fracking,START,282763,650863,,,
133,test_fac,Well_15,,9,377098,STATE_TRANSITION,TripOut,STOP,0,377098,,,
134,test_fac,Well_15,,9,377098,STATE_TRANSITION,Casing,START,70200,447298,,,
135,test_fac,Well_13,,9,383399,STATE_TRANSITION,TripOut,STOP,0,383399,,,
136,test_fac,Well_13,,9,383399,STATE_TRANSITION,Casing,START,95400,478799,,,
137,test_fac,Well_14,,9,392399,STATE_TRANSITION,TripOut,STOP,0,392399,,,
138,test_fac,Well_14,,9,392399,STATE_TRANSITION,Casing,START,73800,466199,,,
139,test_fac,Well_9,,9,396898,STATE_TRANSITION,TripOut,STOP,0,396898,,,
140,test_fac,Well_9,,9,396898,STATE_TRANSITION,Casing,START,125999,522897,,,
141,test_fac,Well_12,,9,396898,STATE_TRANSITION,TripOut,STOP,0,396898,,,
142,test_fac,Well_12,,9,396898,STATE_TRANSITION,Casing,START,95400,492298,,,
143,test_fac,Well_7,,9,413099,STATE_TRANSITION,Casing,STOP,0,413099,,,
