eventID,facilityID,unitID,emitterID,mcRun,timestamp,command,state,event,duration,nextTS,gcKey,flowID,tsKey
0,,,,3,0,SIM-START,,,,,,,
1,test_fac,Well_1,,3,0,STATE_TRANSITION,RigPreparation,START,37800,37800,,,
2,test_fac,Well_2,,3,0,STATE_TRANSITION,RigPreparation,START,77399,77399,,,
3,test_fac,Well_3,,3,0,STATE_TRANSITION,RigPreparation,START,592200,592200,,,
4,test_fac,Well_4,,3,0,STATE_TRANSITION,RigPreparation,START,78300,78300,,,
5,test_fac,Well_5,,3,0,STATE_TRANSITION,RigPreparation,START,37800,37800,,,
6,test_fac,Well_6,,3,0,STATE_TRANSITION,RigPreparation,START,37800,37800,,,
7,test_fac,Well_7,,3,0,STATE_TRANSITION,RigPreparation,START,62100,62100,,,
8,test_fac,Well_8,,3,0,STATE_TRANSITION,RigPreparation,START,59400,59400,,,
9,test_fac,Well_9,,3,0,STATE_TRANSITION,RigPreparation,START,59400,59400,,,
10,test_fac,Well_10,,3,0,STATE_TRANSITION,RigPreparation,START,37800,37800,,,
11,test_fac,Well_11,,3,0,STATE_TRANSITION,RigPreparation,START,47699,47699,,,
12,test_fac,Well_12,,3,0,STATE_TRANSITION,RigPreparation,START,118800,118800,,,
13,test_fac,Well_13,,3,0,STATE_TRANSITION,RigPreparation,START,118800,118800,,,
14,test_fac,Well_14,,3,0,STATE_TRANSITION,RigPreparation,START,62100,62100,,,
15,test_fac,Well_1,,3,37800,STATE_TRANSITION,RigPreparation,STOP,0,37800,,,
16,test_fac,Well_1,,3,37800,STATE_TRANSITION,VerticalDrilling,START,461700,499500,,,
17,test_fac,Well_5,,3,37800,STATE_TRANSITION,RigPreparation,STOP,0,37800,,,
18,test_fac,Well_5,,3,37800,STATE_TRANSITION,VerticalDrilling,START,108000,145800,,,
19,test_fac,Well_6,,3,37800,STATE_TRANSITION,RigPreparation,STOP,0,37800,,,
20,test_fac,Well_6,,3,37800,STATE_TRANSITION,VerticalDrilling,START,134099,171899,,,
21,test_fac,Well_10,,3,37800,STATE_TRANSITION,RigPreparation,STOP,0,37800,,,
22,test_fac,Well_10,,3,37800,STATE_TRANSITION,VerticalDrilling,START,71100,108900,,,
23,test_fac,Well_11,,3,47699,STATE_TRANSITION,RigPreparation,STOP,0,47699,,,
24,test_fac,Well_11,,3,47699,STATE_TRANSITION,VerticalDrilling,START,77399,125098,,,
25,test_fac,Well_8,,3,59400,STATE_TRANSITION,RigPreparation,STOP,0,59400,,,
26,test_fac,Well_8,,3,59400,STATE_TRANSITION,VerticalDrilling,START,134099,193499,,,
27,test_fac,Well_9,,3,59400,STATE_TRANSITION,RigPreparation,STOP,0,59400,,,
28,test_fac,Well_9,,3,59400,STATE_TRANSITION,VerticalDrilling,START,21600,81000,,,
29,test_fac,Well_7,,3,62100,STATE_TRANSITION,RigPreparation,STOP,0,62100,,,
30,test_fac,Well_7,,3,62100,STATE_TRANSITION,VerticalDrilling,START,44100,106200,,,
31,test_fac,Well_14,,3,62100,STATE_TRANSITION,RigPreparation,STOP,0,62100,,,
32,test_fac,Well_14,,3,62100,STATE_TRANSITION,VerticalDrilling,START,77399,139499,,,
33,test_fac,Well_2,,3,77399,STATE_TRANSITION,RigPreparation,STOP,0,77399,,,
34,test_fac,Well_2,,3,77399,STATE_TRANSITION,VerticalDrilling,START,21600,98999,,,
35,test_fac,Well_4,,3,78300,STATE_TRANSITION,RigPreparation,STOP,0,78300,,,
36,test_fac,Well_4,,3,78300,STATE_TRANSITION,VerticalDrilling,START,44100,122400,,,
37,test_fac,Well_9,,3,81000,STATE_TRANSITION,VerticalDrilling,STOP,0,81000,,,
38,test_fac,Well_9,,3,81000,STATE_TRANSITION,HorizontalDrilling,START,165600,246600,,,
39,test_fac,Well_2,,3,98999,STATE_TRANSITION,VerticalDrilling,STOP,0,98999,,,
40,test_fac,Well_2,,3,98999,STATE_TRANSITION,HorizontalDrilling,START,302400,401399,,,
41,test_fac,Well_7,,3,106200,STATE_TRANSITION,VerticalDrilling,STOP,0,106200,,,
42,test_fac,Well_7,,3,106200,STATE_TRANSITION,HorizontalDrilling,START,146700,252900,,,
43,test_fac,Well_10,,3,108900,STATE_TRANSITION,VerticalDrilling,STOP,0,108900,,,
44,test_fac,Well_10,,3,108900,STATE_TRANSITION,HorizontalDrilling,START,65700,174600,,,
45,test_fac,Well_12,,3,118800,STATE_TRANSITION,RigPreparation,STOP,0,118800,,,
46,test_fac,Well_12,,3,118800,STATE_TRANSITION,VerticalDrilling,START,64800,183600,,,
47,test_fac,Well_13,,3,118800,STATE_TRANSITION,RigPreparation,STOP,0,118800,,,
48,test_fac,Well_13,,3,118800,STATE_TRANSITION,VerticalDrilling,START,64800,183600,,,
49,test_fac,Well_4,,3,122400,STATE_TRANSITION,VerticalDrilling,STOP,0,122400,,,
50,test_fac,Well_4,,3,122400,STATE_TRANSITION,HorizontalDrilling,START,143100,265500,,,
51,test_fac,Well_11,,3,125098,STATE_TRANSITION,VerticalDrilling,STOP,0,125098,,,
52,test_fac,Well_11,,3,125098,STATE_TRANSITION,HorizontalDrilling,START,302400,427498,,,
53,test_fac,Well_14,,3,139499,STATE_TRANSITION,VerticalDrilling,STOP,0,139499,,,
